Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice Period To Terminate Renewal,Governing Law,Most Favored Nation,Competitive Restriction Exception,Non-Compete,Exclusivity,No-Solicit Of Customers,No-Solicit Of Employees,Non-Disparagement,Termination For Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change Of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restrictions,Minimum Commitment,Volume Restriction,Ip Ownership Assignment,Joint Ip Ownership,License Grant,Non-Transferable License,Affiliate License-Licensor,Affiliate License-Licensee,Unlimited/All-You-Can-Eat-License,Irrevocable Or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap On Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not To Sue,Third Party Beneficiary
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,"Tickets.com Inc. ""Tickets""; MP3.com Inc. ""MP3.com""",2/17/99,2/17/99,2/17/00,,,California,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES_AGREEMENT,SERVICES AGREEMENT,"TransMontaigne Management Company, LLC (""EmployeeCo""); TLP Management Services, LLC (""Operating Company""); (each ""Party,"" collectively ""Parties"")",08/[]/2019,08/[]/2019,perpetual,,,Colorado,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"TRANSPHORM,INC_02_14_2020-EX-10.121-JOINT_VENTURE_AGREEMENT",JOINT VENTURE AGREEMENT,"AizuFujitsu Semiconductor Limited (???AFSL???); Fujitsu Semiconductor Limited (???FSL???); Transphorm, Inc. (???TPH???); AizuFujitsu Semiconductor Limited, Fujitsu Semiconductor Limited, Transphorm, Inc. (collectively referred to as the ???Parties??? and individually, a ???Party???)",5/23/17,,,,,Japan,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING_AGREEMENT,Outsourcing Agreement,"Tri City National Bank (""Customer""); Marshall & Ilsley Corporation (""M&I"")",2/16/98,2/16/98,11/16/06,12 months,,Wisconsin,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL_INFRASTRUCTURE_MAINTENANCE_AGREEMENT,TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT,"MEDICAL MANAGER MIDWEST, INC. (""MMMW""); MTS, INC. (""Customer"")",3/1/98,3/5/98,3/5/99,,30 days,Indiana,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT_AGREEMENT,DEVELOPMENT AGREEMENT (???,"BP America Production Company (""BP""); True North Energy Corp. (""Company"")(individually as a ???Party??? and collectively, the ???Parties???)",7/1/01,7/1/01,,,,Louisiana,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No
TUNIUCORP_03_06_2014-EX-10-COOPERATION_AGREEMENT,Cooperation Agreement (2014 Amendment),"Nanjing Tuniu Technology Co., Ltd. (""Party A""); Beijing Tuniu Technology Co., Ltd. (""Party B"")",1/24/14,1/24/14,perpetual,,,People's Republic of China,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic_Alliance_Agreement",Strategic Alliance Agreement,"Turnkey Capital Inc. (""TKCI""); Seminole Indian Company (""SIC"")",6/30/17,6/30/17,6/30/19,,,Florida,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation_Agreement,TRANSPORTATION SERVICE AGREEMENT Contract Identification FT18150,"Great Lakes Gas Transmission Limited Partnership (""Transporter""); ANR PIPELINE COMPANY (""Shipper"")",12/14/15,16/1/11,10/31/17,,,Michigan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding_Agreement,CO-BRANDING Agreement,"theglobe.com, Inc. (""theglobe""); The Boxlot Company (""Boxlot"")",03/[]/1999,03/[]/1999,,,,New York,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.DIV_11720968_EX-99.DIV_Endorsement_Agreement,ENDORSEMENT,Thrivent Financial for Lutherans,19/1/07,19/1/07,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing_Agreement__Reseller_Agreement,MARKETING AND RESELLER AGREEMENT,"Todos Medical Ltd. (""Todos""); Care G. B. Plus Ltd. (""Reseller"")",12/20/18,12/20/18,12/20/23,5 years; 2 years,60 days,Israel,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding_Agreement,CO-BRANDING AGREEMENT,"Skype Communications, S.A. (""Skype""); Skype Technologies, S.A. (""Skype Holding""); TOM Online (BVI) limited(""Online BVI""); TOM Online Inc. (""Tom Holding""); Tel Online Limited (""Company""). Skype, Online BVI and the Company (???Party??? and collectively as ???Parties.???); Skype, Online BVI, the Company, Skype Holding and Tom Holding (???party to this Agreement??? and collectively as ???parties to this Agreement.???)",8/22/05,8/22/05,8/22/10,3 years,60 days,"England, United Kingdom; Wales, United Kingdom",Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate_Agreement,CHARTER AFFILIATE AFFILIATION AGREEMENT,"The TUBE Music Network, Inc. (""Network""); Tribune Broadcasting Company (""Affiliate"")",6/6/03,6/6/03,3/31/11,"4 years, 6 months",6 months,New York,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE_AGREEMENT,MAINTENANCE AGREEMENT,"Universal Access, Inc. (""Company""); CityNet Telecommunications, Inc.(""Provider"")",7/23/03,7/23/03,7/23/08,successive 1 month,30 days,Delaware,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY_AGREEMENT,SUPPLY AGREEMENT,"Cremer Oleo GmbH & Co KG (""Cremer""); Ultragenyx Pharmaceutical Inc. (""Ultragenyx"")",11/19/12,,11/19/15,2 years,3 months,Federal Republic of Germany,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing_Agreement_with_the_BISYS_Group,_Inc.","United National Bancorp Enters Into Outsourcing Agreement with the BISYS Group, Inc.","United National Bancorp (""UNBJ""); United National Bank; BISYS Group, Inc. (""BISYS"")",2/18/99,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
URSCORPNEW_03_17_2014-EX-99-COOPERATION_AGREEMENT,COOPERATION AGREEMENT,"JANA Partners LLC (""JANA""); URS Corporation (""Company"")",3/13/14,,,,,Delaware,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC_ALLIANCE_AGREEMENT,STRATEGIC ALLIANCE AGREEMENT,"OXBOW CARBON & MINERALS LLC (""Oxbow""); Global Energy, Inc (""Global Energy""); Oxbow and Global (individually as ""Party"" and collectively as the ""Parties"")",12/21/06,12/21/06,12/21/11,successive 5 years,,New York,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate_Agreement,BUSINESS AFFILIATE AGREEMENT,"Dr. George D. Green (""Business Affiliate""); UNION DENTAL CORP. (""UDC"")(""parties"" and singularly as a ""Party"")",1/28/05,10/15/04,perpetual,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing_Agreement__Supply_Agreement,MANUFACTURING AND SUPPLY AGREEMENT,"Pifzer Inc. (""Manufacturer""); Upjohn Inc. (""Customer"")(""Party"" or collectively as the ""Parties"")",[]/[]/[][],[]/[]/[][],,3 successive 1 year,12 months,Delaware,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate_Agreement_2,AFFILIATE OFFICE AGREEMENT,"NETWORK  1 FINANCIAL, INC. (""NETWORK  1""); Payment Data  Systems,  Inc. (""AFFILIATE"")",,,,successive 1 year,30 days,"Virginia, Texas",No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT_VENTURE_CONTRACT,JOINT VENTURE CONTRACT,"Baoding Fengfan Group Limited Liability Company (""Party A""); Valence Technology, Inc. (""Party B"")",2/8/11,,,,,People's Republic of China,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
"VAPOTHERM,_INC._-_Manufacturing_and_Supply_Agreement",Manufacturing and Supply Agreement,"VAPOTHERM, INC (""Vapotherm""); MEDICA S.p.A. (""Medica"")",13/1/01,,16/1/01,successive 1 year,[],New York,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL_CAPITAL_MAINTENANCE_AGREEMENT,Amended and Restated Unconditional Capital Maintenance Agreement,"American International Group, Inc. (""AIG""); American General Life Insurance Company (""Company"")",2/18/14,2/18/14,perpetual,,30 days,New York,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY_AGREEMENT",SUPPLY AGREEMENT,"SutroVax, Inc. (""SutroVax""); Sutro Biopharma, Inc. (""Sutro""); SutroVax and Sutro (individually, as a ???Party??? and collectively, as the ???Parties"")",5/29/18,5/29/18,7/31/21,,,California,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
"VEONEER,INC_02_21_2020-EX-10.11-JOINT_VENTURE_AGREEMENT","AMENDMENT AND TERMINATION 

OF 

JOINT VENTURE AGREEMENT","Veoneer AB (???VeoneerAB???); Veoneer US, Inc. (???Veoneer US"", and together with Veoneer AB, the ???Veoneer Parties???); Nissin Kogyo Co., Ltd. (???Nissin???); Nissin Kogyo Holdings USA, Inc. (???NissinHolding???); Zhongshan Nissin Industry Co., Ltd. (???NBZ???, and together with Nissin andNissin Holding, the ???Nissin Parties???)",10/30/19,10/30/19,,,,Japan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
VERICELCORP_08_06_2019-EX-10.10-SUPPLY_AGREEMENT,SUPPLY AGREEMENT,"Vericel Corporation (""Vericel""); MediWound Ltd. (""MediWound""); Vericel and MediWound (individually as a ???Party??? and collectively as the ???Parties.???)",19/6/05,19/6/05,24/6/05,10 successive 1 year,12 months,New York,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL_PROPERTY_AGREEMENT,INTELLECTUAL PROPERTY AGREEMENT,"NMS Communications Corp. (""Seller""); Verson Backhaul Solutions, Inc. (""Backhaul"")",12/20/07,,,,,Georgia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION_AND_MAINTENANCE_AGREEMENT,OPERATIONS AND MAINTENANCE AGREEMENT,"MAGELLAN TERMINALS HOLDINGS, L.P. (""Owner""); OMEGA REFINING , LLC ("" Omega or Operator""); Individually as ""Party"" and collectively as ""Parties""",10/3/11,10/3/11,,,,Delaware,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE_AND_SUPPORT_AGREEMENT,Maintenance and Support Agreement,"VerticalNet,Inc (""VNI""); Vertical Enterprises LLC formerly known as Tradeum, Inc. which d/b/a VerticalNet Solutions (""VNE""; collectively with VNI, ""VERT""); Converge, Inc.(""Coverage"")",1/9/10,1/1/10,3/31/03,successive 1 year,,Pennsylvania,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,"Forty Niners SC Stadium Company LLC (""Forty Niners SC""); Violin Memory, Inc. (""Sponsor""); Forty Niners SC and Sponsor (individually as a ???Party??? and collectively as the ???Parties."")",6/13/12,6/13/12,6/13/22,,,California,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT_FILING_STATEMENT",JOINT FILING STATEMENT,"SCULPTOR CAPITAL LP; SCULPTOR CAPITAL HOLDING CORPORATION; SCULPTOR MANAGEMENT, INC.; SCULPTOR MASTER FUND LTD",20/8/04,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC_ALLIANCE_AGREEMENT",STRATEGIC ALLIANCE AGREEMENT,"PPD Development, LP (""PPD""); VirtualScopics, Inc (""VS"")",10/22/10,10/22/10,10/22/12,succsive 1 year,30 days,Delaware,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR_AGREEMENT",DISTRIBUTOR AGREEMENT,"Wireless Links Inc (""WLI""); Jaguar Investments, Inc. and its affiliates (""Power2Ship"")",3/7/04,3/7/04,6/7/04,successive 1 year,120 days,New Jersey,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,"Excite, Inc. (""Excite""); Vitamin Shoppe Industries Inc. (""Client"")",9/23/98,9/23/98,,,,California,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
"VIVINT_SOLAR,_INC._-_NON-COMPETITION_AGREEMENT",NON-COMPETITION AGREEMENT AMENDMENT NO. 1,"VIVINT SOLAR, INC. (together with its successors and permitted assigns, ???VivintSolar???); VIVINT, INC. (together with its successors and permitted assigns ???Vivint???) Vivint Solar and Vivint (individually as a ???Party???, and collectively as the ???Parties???)",8/16/17,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP_AGREEMENT",SPONSORSHIP AGREEMENT,"ANTHEMIC, LLC (""ANTHEMIC""); VNUE INC (the ""Sponsor"")",6/23/15,6/23/15,15/2/08,,,California,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No
VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service_Agreement,"TRANSFER AND SERVICING AGREEMENT, d","VERIZON OWNER TRUST (""Issuer""); VERIZON ABS LLC (""Depositor""); Cellco Partnership d/b/a Verizon Wireless (""Cellco"", ""Servicer"", ""Marketing Agent"", ""Custodian"")",1/29/20,,,,,New York,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing_Agreement,JOINT SUPPLY AND MARKETING AGREEMENT,"Bunker One (USA) Inc. (""Bunker One""); Vertex Energy Operating LLC (""Vertex"")",20/10/01,20/1/05,4/30/29,successive 5 years,120 days,Alabama,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development_Agreement,Mobile Application Development Agreement,"VGrab Asia Ltd. (""VAL""); Mr. Zheng Qing, Mr. Gu Xianwin and Ms. Chen Weijie (""Developer"")",19/5/03,19/5/03,09/05/2019; perpetual,,,Hong Kong,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
VirtuosoSurgicalInc_20191227_1-A_EX1A-6_MAT_CTRCT_11933379_EX1A-6_MAT_CTRCT_License_Agreement,NON-EXCLUSIVE LICENSE AGREEMENT- FOR SALES,"The John Hopkins University (""JHU""); Virtuoso Surgical, Inc. (""Company"")",16/3/05,16/11/05,,,,Maryland,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No
VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting_Agreement,SERVICES AND HOSTING AGREEMENT,"VITALIBIS INC (""Licensee""); VOTOCAST, Inc. (""VOTOCAST"")",3/14/18,3/14/18,3/14/19,Successive 1 year,180 days,California,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion_Agreement,PROMOTION AGREEMENT,"BookingEntertainment.com (""Promoter""); VNUE, Inc. (""VNUE"")",15/10/09,15/10/09,16/10/09,successive 1 year,,Nevada,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT_AGREEMENT,DEVELOPMENT AGREEMENT,"Leo Pharma A/S (""LEO""); Galen (Chemicals) Limited (""GALEN"")",04/[]/2003,04/[]/2003,,,,New York,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT_AGREEMENT,ENDORSEMENT AGREEMENT,"FAMOUS FIXINS, INC. (""Company""); PEY DIRT, INC. (""Pey Dirt"")",5/31/99,5/31/99,5/31/00,,,Tennessee,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC_ALLIANCE_AGREEMENT",STRATEGIC ALLIANCE AGREEMENT,"SHBV (HONG KONG) LTD (""SHBV""); WASTE2ENERGY GROUP HOLDINGS PLC (""W2E""); SHBV and W2E (each a ""Party"" and together the ""Parties"")",5/19/10,5/19/10,5/19/20,,,England,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING_AGREEMENT,HOSTING AGREEMENT,"eGain Communications Corporation (""eGain""); Eliance Corporation (""Customer"")",,,,successine 1 year,30 days,California,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield_Maintenance_Agreement,Yield Maintenance Agreement,"Wells Fargo Bank on behalf of Wells Fargo Mortgage Backed Securities 2006-6 Trust (""Counterparty""); UBS AG (""UBS AG"")",4/27/06,6/1/04,9/1/04,,,New York,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WESTERN_COPPER_-_NON-COMPETITION_AGREEMENT,NON COMPETITION AGREEMENT AND RIGHT OF FIRST OFFER,"Glamis Gold Ltd. and all of its subsidiaries and other Affiliates (""Glamis""); Western Copper Corporation and all of its subsidiaries and other Affiliates (""Western Copper"")",6/3/05,6/3/05,,,,British Columbia,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION_AND_DISTRIBUTION_AGREEMENT",Promotion and Distribution Agreement,"Whitesmoke Inc. (""Distributor""); Google Inc (""Google"")",,11/1/08,7/31/13,,,England,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT_AGREEMENT,Endorsement Agreement,"SQUARE TWO GOLF INC. (""Company""); KATHY WHITWORTH (""Professional"")",10/13/99,1/1/00,12/31/04,5 year,,New Jersey,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT_AGREEMENT_-_Intellectual_Property_Rights_________________Confidentiality_and_Non-Use_Obligations_Agreement,Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement,"SQUARE TWO GOLF INC. (""Company""); KATHY WHITWORTH (""Professional"")",,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER_AGREEMENT,Reseller Agreement,"Touchstar Software Corporation (""TouchStar""); Worldwide Strategies (""Reseller"")",09/14/200[],09/14/200[],09/14/20[],,,Colorado,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No
WPPPLC_04_30_2020-EX-4.28-SERVICE_AGREEMENT,SERVICE AGREEMENT,"WPP 2005 LIMITED (""Company""); JOHN ROGERS (""Executive"")",19/1/10,1/27/20,perpetual,,,England,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WatchitMediaInc_20061201_8-K_EX-10.1_4148672_EX-10.1_Content_License_Agreement,Media Content and License Agreement,Watchit Media; Oceanic Time Warner Cable,,09/01/2006; 8/31/2007,12/31/06,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor_Agreement,EXCLUSIVE DISTRIBUTOR AGREEMENT,"WATER NOW, INC.; (""Water Now""); Hydraspin USA, Inc. (""Subsidiary"", collectively with Water Now, ""Hydraspin""); BESTEV MANAGEMENT, LLC (""Distributor""); Hydraspin and Distributor (???Party??? and collectively as the ???Parties.???)",19/12/11,19/12/11,24/12/11,successive 5 year,120 days,Texas,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content_License_Agreement,CONTENT LICENSE AGREEMENT,"Emdeon Corporation (""Emdeon""); WebMD, Inc. (""WebMD"")",5/1/10,5/1/10,8/31/06,1 year,,New York,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
